date_pub,statut_ex,bib,pret,diff_datecreation_datepub,acces,acq,indice
2002,19,DROIT,0,13,direct,don,34
2006,19,LASH,0,13,direct,achat,94
1990,19,SJA,0,31,direct,don,33
1988,19,SJA,0,31,direct,don,40
2008,19,SJA,0,9,direct,achat,65
2008,19,EPU,0,12,direct,achat,62
2000,19,DROIT,0,15,direct,don,34
2004,19,SJA,1,15,direct,don,30
2002,19,SJA,1,15,direct,achat,33
2008,19,SJA,0,9,direct,don,80
2003,19,SCIEN,1,18,direct,achat,51
2005,19,LASH,0,14,direct,achat,94
1995,19,LASH,0,23,indirect,achat,numinv
2007,19,SJA,1,9,direct,don,65
2004,19,SJA,1,12,direct,don,30
1997,19,LASH,0,23,indirect,achat,numinv
1969,19,SJA,0,51,direct,achat,33
2010,19,LASH,0,7,indirect,don,numinv
2003,19,LASH,1,13,direct,don,84
2005,19,LASH,0,12,indirect,don,numinv
2010,19,DROIT,1,5,direct,don,34
2003,19,SJA,0,16,direct,don,32
2010,19,SJA,1,8,direct,achat,WB
2006,19,SJA,1,9,direct,achat,65
1966,19,DROIT,0,50,direct,achat,numinv
2007,19,LASH,1,10,indirect,don,numinv
1974,19,LASH,0,46,indirect,achat,numinv
2005,19,DROIT,1,14,direct,don,34
2006,19,LASH,1,10,direct,don,79
1988,19,LASH,0,27,indirect,achat,numinv
2000,19,DROIT,0,21,direct,don,34
1995,19,SJA,1,21,direct,don,30
1999,19,LASH,0,22,direct,don,82
2008,19,DROIT,1,11,direct,don,34
2008,19,STAPS,1,10,direct,achat,79
2008,19,DROIT,0,11,direct,don,34
2003,19,LASH,0,17,direct,don,30
2007,19,SJA,1,14,direct,don,33
2010,19,LASH,0,7,indirect,don,numinv
2001,19,LASH,1,16,direct,achat,15
2005,19,SJA,0,11,direct,don,33
1973,19,LASH,1,48,direct,don,82
2011,19,SJA,0,9,direct,achat,65
1972,19,LASH,1,43,indirect,don,numinv
2003,19,SJA,1,16,direct,achat,33
1997,19,LASH,0,19,indirect,don,numinv
1970,19,LASH,0,50,direct,achat,19
1992,19,LASH,0,26,indirect,achat,numinv
1950,19,LASH,1,65,indirect,don,numinv
1982,19,DROIT,0,33,direct,achat,numinv
1991,19,LASH,0,28,indirect,don,numinv
2006,19,LASH,0,12,indirect,achat,numinv
1999,19,DROIT,0,19,direct,don,94
1985,19,SJA,1,31,direct,don,30
1958,19,LASH,0,58,indirect,achat,numinv
1991,19,SJA,0,25,direct,don,30
2013,19,DROIT,1,7,direct,achat,34
1969,19,SJA,0,46,direct,don,33
2009,19,LASH,1,8,indirect,don,numinv
2006,19,DROIT,0,9,direct,don,34
2005,19,LASH,0,12,indirect,don,numinv
2004,19,LASH,0,13,indirect,don,numinv
2005,19,SJA,0,11,direct,don,30
2006,19,LASH,0,11,indirect,achat,numinv
1979,19,LASH,0,41,indirect,achat,numinv
2013,19,DROIT,1,4,direct,don,34
1994,19,LASH,1,25,direct,achat,94
1975,19,LASH,0,45,indirect,achat,numinv
2013,19,SJA,0,5,direct,achat,65
1959,19,SJA,0,61,direct,achat,33
2017,19,LASH,1,0,direct,achat,49
2016,19,SJA,0,1,direct,don,94
2008,19,LASH,0,9,indirect,don,numinv
2015,19,LASH,1,2,direct,achat,29
2017,19,LASH,1,0,indirect,achat,numinv
1999,19,DROIT,1,16,direct,achat,numinv
1938,19,DROIT,0,78,direct,achat,numinv
2010,19,SJA,1,6,direct,achat,33
2016,19,LASH,1,1,direct,achat,29
2004,19,SJA,0,13,direct,don,32
2007,19,LASH,0,9,indirect,don,numinv
2017,18,MEDP,1,0,direct,achat,W 
2016,19,MEDP,0,1,direct,achat,WY
2017,18,ARCHE,0,0,direct,achat,WG
2017,18,SJA,0,0,direct,achat,61
2017,19,LASH,1,0,direct,achat,79
2017,19,SCIEN,0,0,direct,achat,80
2017,19,SCIEN,1,0,direct,achat,42
1972,19,LASH,1,43,direct,don,89
1968,19,SJA,0,49,direct,don,96
2012,19,DROIT,0,5,direct,don,34
2016,19,LASH,1,1,direct,achat,49
2017,18,LASH,1,2,direct,achat,79
2017,19,LASH,0,0,direct,achat,30
2012,19,MEDP,1,5,direct,achat,WP
1923,19,LASH,0,95,direct,don,19
1997,19,LASH,0,21,indirect,achat,numinv
2015,19,STAPS,1,2,direct,achat,37
1993,19,LASH,0,25,direct,don,84
2009,19,SJA,1,6,direct,achat,65
2017,19,LASH,0,1,direct,don,73
2017,19,LASH,1,1,direct,don,78
1992,19,LASH,1,24,direct,don,12
2012,19,LASH,1,5,direct,achat,95
2016,19,LASH,1,1,direct,achat,18
1967,19,LASH,1,49,indirect,achat,numinv
2016,19,LASH,1,4,direct,achat,15
2016,19,LASH,1,1,direct,achat,30
2008,19,SJA,1,9,direct,achat,49
2017,19,SJA,1,0,indirect,achat,numinv
1992,19,SCIEN,1,26,direct,don,51
2017,19,SCIEN,1,0,direct,achat,51
2017,19,SCIEN,1,0,direct,achat,51
2017,19,SCIEN,1,0,direct,achat,51
2017,19,SCIEN,1,1,direct,achat,54
2008,19,SJA,0,9,direct,don,00
1996,19,LASH,0,22,indirect,achat,numinv
1997,19,LASH,0,21,indirect,achat,numinv
1995,19,LASH,0,23,indirect,achat,numinv
2017,19,DROIT,1,0,direct,achat,34
2017,19,MEDP,0,0,direct,achat,QS
2017,19,LASH,0,0,direct,achat,19
2016,19,LASH,0,1,direct,achat,17
2017,19,EPU,0,0,direct,achat,R 
1994,19,SJA,0,27,direct,don,33
1994,19,LASH,0,24,indirect,achat,numinv
1994,19,LASH,0,24,indirect,achat,numinv
2017,18,MEDP,1,1,direct,achat,WR
2019,19,DROIT,1,0,direct,achat,34
2010,19,LASH,0,7,indirect,don,numinv
1996,19,LASH,0,21,direct,achat,85
2016,19,SJA,0,5,direct,achat,91
1988,19,SJA,0,29,direct,don,15
1994,19,SJA,0,23,direct,don,00
1993,19,SJA,0,24,direct,don,00
1991,19,SJA,0,26,direct,don,00
1995,19,LASH,0,23,indirect,achat,numinv
2004,19,LASH,0,14,indirect,achat,numinv
2002,19,LASH,0,16,indirect,achat,numinv
2018,19,MEDP,0,0,direct,achat,WB
2007,19,LASH,1,10,direct,achat,30
1972,19,LASH,0,48,indirect,achat,numinv
2016,19,LASH,1,1,direct,achat,15
2016,19,LASH,1,1,direct,achat,15
2016,19,LASH,1,1,direct,achat,15
1994,19,SJA,0,23,direct,achat,65
1995,19,SJA,0,25,direct,don,33
2014,19,DROIT,1,3,indirect,don,numinv
1987,19,SJA,0,33,direct,don,32
2000,19,LASH,0,17,indirect,don,numinv
2010,19,LASH,0,7,indirect,don,numinv
2006,19,LASH,1,11,indirect,don,numinv
2009,19,LASH,0,8,indirect,don,numinv
2007,19,LASH,0,10,indirect,don,numinv
1998,19,LASH,0,20,indirect,achat,numinv
1996,19,LASH,0,22,indirect,achat,numinv
2017,19,DROIT,0,0,direct,achat,32
2017,18,ARCHE,1,0,direct,achat,WS
2017,19,DROIT,1,0,direct,achat,32
2017,19,DROIT,1,0,direct,achat,32
2017,19,STAPS,1,0,direct,achat,79
2017,19,DROIT,1,0,direct,don,36
2017,19,DROIT,1,1,direct,achat,36
1968,19,SJA,0,49,direct,don,30
1967,19,DROIT,0,48,direct,achat,numinv
1927,19,LASH,0,91,indirect,don,numinv
2014,19,LASH,0,3,direct,achat,83
2007,19,LASH,1,10,direct,achat,83
2017,19,SJA,0,3,direct,achat,WU
2016,19,STAPS,1,1,direct,achat,61
1972,19,SJA,0,45,direct,don,30
2017,19,SCIEN,1,0,direct,achat,00
2017,19,DROIT,1,0,direct,achat,32
2014,19,LASH,0,3,direct,achat,83
2016,19,LASH,1,1,direct,achat,44
2008,19,LASH,1,11,direct,achat,10
2017,19,SJA,1,0,direct,achat,34
2017,19,DROIT,1,0,direct,achat,32
2017,19,DROIT,0,0,direct,achat,32
2017,19,SJA,1,0,direct,achat,33
2015,19,MEDP,0,2,direct,achat,WM
2013,19,SJA,0,4,direct,achat,33
2017,19,SCIEN,1,0,direct,achat,02
2016,19,SCIEN,0,1,direct,achat,02
1996,19,SJA,0,23,direct,don,30
2011,19,LASH,0,7,direct,don,84
2016,19,STAPS,0,2,direct,don,79
2017,19,EPU,1,0,direct,achat,17
2016,19,EPU,0,1,direct,achat,34
2016,19,STAPS,1,1,direct,achat,79
1984,19,DROIT,0,33,direct,achat,numinv
2017,19,SJA,1,0,direct,achat,33
1968,19,SJA,0,52,direct,achat,33
1971,19,LASH,0,49,indirect,achat,numinv
1961,19,LASH,0,55,indirect,don,numinv
1990,19,SJA,0,27,direct,don,00
2017,19,DROIT,1,0,direct,don,34
2017,19,DROIT,1,0,direct,achat,34
1972,19,LASH,0,48,indirect,achat,numinv
1946,19,LASH,0,70,indirect,don,numinv
1984,19,LASH,0,36,direct,achat,19
1950,19,DROIT,0,65,direct,achat,numinv
1985,19,SJA,0,32,direct,don,30
1978,19,SCIEN,1,42,direct,don,30
1996,19,SJA,0,21,direct,don,00
1989,19,SJA,0,28,direct,don,30
2007,19,SJA,0,10,direct,don,15
1996,19,LASH,0,22,indirect,achat,numinv
2018,19,DROIT,1,0,direct,achat,34
2012,19,MEDP,0,5,direct,achat,WM
2014,19,MEDP,0,3,direct,achat,WN
2017,19,DROIT,1,0,direct,don,34
2017,19,DROIT,1,1,direct,don,34
1994,19,LASH,0,24,indirect,achat,numinv
2003,19,LASH,0,15,indirect,achat,numinv
2017,19,SJA,1,1,direct,achat,33
2013,19,SJA,1,5,direct,achat,65
2017,19,LASH,1,0,direct,don,40
2010,19,LASH,0,6,direct,achat,17
2017,19,MEDP,0,0,direct,achat,WM
2017,19,STAPS,1,0,direct,achat,79
2013,19,DROIT,0,4,direct,don,34
2004,19,LASH,0,14,indirect,achat,numinv
2017,19,EPU,0,0,direct,achat,00
2016,19,EPU,1,1,direct,achat,61
2016,19,LASH,1,1,direct,achat,30
1979,19,SJA,0,38,direct,don,96
1979,19,SJA,0,38,direct,don,92
1985,19,SJA,0,31,direct,don,19
2013,19,MEDP,1,8,direct,achat,WY
1970,19,LASH,0,50,indirect,achat,numinv
2017,19,LASH,1,0,direct,achat,65
2017,19,MEDP,1,0,direct,achat,WA
2017,19,SJA,0,0,direct,achat,65
1998,19,SJA,0,19,direct,don,32
2017,19,SJA,1,0,direct,achat,65
2017,19,DROIT,0,0,direct,achat,32
2016,19,DROIT,0,1,direct,achat,32
2017,19,SJA,1,0,direct,achat,65
2017,19,SJA,1,0,direct,achat,65
2017,19,EPU,1,0,direct,achat,65
2016,19,EPU,1,1,direct,achat,00
2017,19,EPU,1,0,direct,achat,00
2017,19,DROIT,1,0,direct,achat,34
2017,18,ARCHE,1,0,direct,achat,WB
2017,18,MEDP,1,0,direct,achat,WA
2017,19,DROIT,1,0,direct,achat,34
2017,19,DROIT,1,0,direct,achat,34
2017,18,MEDP,0,0,direct,achat,WL
2017,18,ARCHE,0,0,direct,achat,WP
2017,19,LASH,1,0,direct,achat,18
2014,19,SCIEN,0,1,direct,achat,61
1968,19,LASH,0,47,direct,achat,84
1989,19,LASH,0,31,indirect,achat,numinv
1984,19,LASH,0,33,direct,achat,84
2017,19,LASH,1,0,direct,achat,84
2013,19,MEDP,1,4,direct,achat,WX
1991,19,LASH,0,27,indirect,achat,numinv
1991,19,LASH,0,27,indirect,achat,numinv
1992,19,LASH,1,26,indirect,achat,numinv
2009,19,LASH,0,8,direct,achat,84
2009,19,SJA,1,7,direct,achat,33
2017,19,DROIT,1,0,direct,don,34
2017,19,DROIT,1,4,direct,don,34
2000,19,LASH,0,18,indirect,achat,numinv
2017,18,SJA,1,0,direct,achat,WP
2017,18,MEDP,1,0,direct,achat,WP
2017,18,ARCHE,0,0,direct,don,WL
2017,18,MEDP,1,0,direct,achat,WR
2017,18,ARCHE,1,0,direct,achat,WR
2017,18,MEDP,1,0,direct,achat,WB
2016,19,MEDP,1,1,direct,achat,WV
2016,19,LASH,0,1,direct,achat,93
2009,19,STAPS,1,9,direct,achat,79
2017,19,DROIT,1,2,direct,achat,32
2017,19,LASH,0,0,direct,achat,18
1985,19,SJA,0,32,direct,don,00
1993,19,LASH,0,25,indirect,achat,numinv
1993,19,LASH,0,25,indirect,achat,numinv
1990,19,LASH,0,28,indirect,achat,numinv
2011,19,LASH,1,6,direct,achat,93
2017,19,MEDP,0,0,direct,achat,WV
2017,18,MEDP,1,0,direct,achat,WF
1979,19,SJA,0,38,direct,don,30
1971,19,DROIT,0,45,direct,achat,numinv
2014,19,SJA,0,7,direct,achat,42
1989,19,LASH,0,28,indirect,achat,numinv
1992,19,LASH,1,26,indirect,achat,numinv
1988,19,LASH,0,30,indirect,achat,numinv
1999,19,LASH,1,19,indirect,achat,numinv
2017,19,SJA,0,0,direct,achat,WB
2013,19,LASH,1,8,direct,achat,30
2017,19,SCIEN,1,0,direct,achat,00
2017,19,DROIT,1,2,direct,don,34
2017,19,SJA,0,0,direct,don,30
1993,19,LASH,0,25,indirect,achat,numinv
2016,19,LASH,0,2,direct,don,73
2016,19,STAPS,1,1,direct,achat,79
2017,19,LASH,1,0,direct,achat,84
2010,19,LASH,1,7,direct,achat,82
1998,19,LASH,0,20,indirect,achat,numinv
1999,19,LASH,0,19,indirect,achat,numinv
2018,19,SCIEN,1,0,direct,achat,57
2018,19,SCIEN,1,0,direct,achat,57
2017,19,SJA,0,1,direct,don,30
2016,19,LASH,0,1,direct,achat,95
2017,19,EPU,0,4,direct,achat,51
2017,19,SCIEN,0,0,direct,achat,53
2017,19,SJA,1,0,direct,achat,33
2017,19,DROIT,1,0,direct,achat,34
2017,19,DROIT,0,0,direct,achat,34
2018,19,SCIEN,1,0,direct,achat,00
1978,19,SJA,0,42,direct,don,33
2014,19,EPU,1,3,direct,don,62
2017,19,SJA,1,0,direct,achat,65
2015,19,DROIT,1,2,direct,achat,36
1963,19,SJA,0,54,direct,don,30
1969,19,SJA,0,48,direct,don,30
2015,19,LASH,0,2,direct,achat,30
2017,19,LASH,1,0,direct,achat,15
2017,19,SCIEN,1,0,direct,achat,00
2017,19,SCIEN,1,0,direct,achat,33
2013,19,SJA,1,6,direct,achat,33
1997,19,LASH,0,21,indirect,achat,numinv
1995,19,LASH,0,23,indirect,achat,numinv
2018,19,SCIEN,0,0,direct,achat,65
2018,19,SCIEN,0,1,direct,achat,33
2018,19,EPU,1,0,direct,achat,51
2017,19,SCIEN,0,1,direct,achat,53
2003,19,LASH,1,14,direct,achat,30
2004,19,DROIT,1,13,direct,don,34
2016,19,LASH,0,1,direct,achat,86
2010,19,DROIT,0,5,direct,don,94
2016,19,LASH,1,1,direct,achat,79
2005,19,LASH,0,12,direct,achat,83
2002,19,LASH,0,15,direct,achat,83
2017,18,SJA,0,0,direct,achat,61
2001,19,SJA,0,16,direct,don,96
2017,18,MEDP,1,0,direct,achat,WB
2017,18,ARCHE,0,0,direct,achat,WK
2017,19,DROIT,1,0,direct,achat,34
2017,19,DROIT,0,0,direct,achat,32
2017,19,LASH,1,0,direct,achat,04
2017,19,LASH,1,0,direct,achat,30
1997,19,SJA,0,20,direct,don,30
1985,19,LASH,0,33,indirect,achat,numinv
1978,19,SJA,0,39,direct,don,84
2018,19,SJA,0,1,direct,achat,65
1994,19,LASH,0,24,indirect,achat,numinv
1987,19,LASH,0,31,indirect,achat,numinv
1993,19,LASH,1,25,indirect,achat,numinv
2017,18,ARCHE,1,0,direct,achat,WI
2015,19,SCIEN,0,2,direct,achat,62
2017,19,DROIT,1,1,direct,don,34
2015,19,MEDP,1,2,direct,achat,W 
2008,19,MEDP,1,9,direct,achat,WY
2012,19,EPU,1,5,direct,achat,00
2017,19,SJA,1,0,direct,achat,65
2017,19,SJA,1,0,direct,achat,37
1992,19,LASH,1,26,indirect,achat,numinv
1989,19,LASH,0,29,indirect,achat,numinv
2000,19,LASH,0,18,indirect,achat,numinv
2016,19,MEDP,1,1,direct,achat,WY
1972,19,LASH,0,45,direct,achat,18
2016,19,LASH,1,1,direct,achat,70
1972,19,LASH,1,45,direct,achat,19
2014,19,SJA,1,1,direct,achat,33
2014,19,DROIT,1,1,direct,achat,34
2016,19,DROIT,1,1,direct,don,42
2017,19,SJA,1,0,direct,achat,33
2017,19,SJA,1,1,direct,achat,65
2016,19,SJA,0,1,direct,achat,30
2015,19,DROIT,0,2,direct,don,34
2017,18,MEDP,1,0,direct,achat,WH
2017,18,SJA,1,0,direct,achat,WG
2015,19,SCIEN,1,0,direct,achat,51
2015,19,SCIEN,0,0,direct,achat,51
2005,19,LASH,0,14,direct,achat,94
2008,19,DROIT,1,7,direct,don,34
2014,19,LASH,1,1,direct,achat,79
2011,19,LASH,1,4,direct,achat,89
1998,19,LASH,0,18,direct,don,94
2005,19,SJA,0,11,direct,don,30
2015,19,DROIT,1,1,direct,achat,34
2014,19,LASH,1,1,direct,achat,15
2006,19,LASH,1,9,direct,don,19
2006,19,LASH,1,11,indirect,don,numinv
2010,19,LASH,1,5,direct,don,39
1995,19,LASH,1,20,direct,achat,84
1890,19,DROIT,0,125,direct,achat,numinv
2009,19,LASH,0,6,direct,don,49
2010,19,LASH,0,5,direct,don,30
2015,19,DROIT,1,0,direct,achat,34
2015,19,DROIT,1,0,indirect,achat,numinv
2015,19,DROIT,1,0,direct,achat,32
2012,19,LASH,1,4,direct,achat,14
2016,19,LASH,0,0,direct,achat,30
2015,19,SJA,1,1,direct,achat,65
2014,19,DROIT,1,1,direct,achat,32
2014,19,DROIT,1,1,direct,achat,32
2005,19,LASH,0,10,indirect,don,numinv
2015,19,SJA,0,0,direct,achat,62
2015,19,SCIEN,1,3,direct,achat,33
2011,19,LASH,1,4,direct,achat,94
2016,19,LASH,0,0,direct,achat,79
2011,19,LASH,1,4,direct,achat,91
1992,19,LASH,1,23,direct,achat,15
2014,19,LASH,1,1,direct,achat,06
2015,19,LASH,1,0,direct,achat,86
2015,19,SCIEN,1,0,direct,achat,00
2015,19,MEDP,0,2,direct,achat,BF
2015,19,LASH,1,1,direct,achat,79
2012,19,LASH,0,4,direct,achat,30
2016,19,EPU,0,0,direct,achat,30
2015,19,SJA,1,0,direct,achat,30
2015,19,DROIT,0,1,indirect,achat,numinv
2015,19,SCIEN,0,1,direct,achat,59
1904,19,DROIT,0,111,direct,achat,numinv
2001,19,LASH,0,14,direct,achat,29
2015,19,LASH,1,1,direct,achat,07
2016,19,LASH,1,0,direct,achat,30
1992,19,LASH,0,24,direct,achat,49
2016,19,DROIT,1,0,direct,achat,32
2016,19,DROIT,1,0,direct,achat,07
2016,19,LASH,1,0,direct,achat,41
2016,18,MEDP,1,0,direct,achat,WL
1981,19,SJA,0,37,direct,achat,32
2014,19,LASH,0,2,direct,achat,83
2015,19,LASH,0,1,direct,achat,79
2016,19,STAPS,1,0,direct,achat,79
2015,19,STAPS,0,1,direct,achat,79
2016,19,STAPS,0,2,direct,achat,30
2015,19,LASH,1,1,direct,achat,30
2011,19,SJA,1,5,direct,achat,30
2015,19,SJA,0,0,direct,achat,33
2014,19,SJA,1,1,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,DROIT,1,1,direct,don,32
2015,19,DROIT,1,1,direct,achat,34
2013,19,SJA,0,2,direct,don,33
2013,19,DROIT,1,2,direct,don,91
2014,19,SJA,0,4,direct,achat,WB
2014,19,DROIT,1,1,direct,achat,34
2014,19,DROIT,1,1,direct,achat,34
2015,19,SCIEN,1,0,direct,achat,53
2015,19,SCIEN,1,0,direct,achat,35
2015,18,MEDP,1,0,direct,achat,WO
2014,19,SJA,1,7,direct,achat,WT
2015,18,SJA,1,0,direct,achat,WS
2014,18,ARCHE,0,1,direct,achat,WB
2014,18,MEDP,1,1,direct,achat,WB
2011,19,SJA,1,6,direct,don,65
2013,19,SJA,1,2,direct,achat,33
2015,19,SJA,0,0,direct,achat,33
2007,19,LASH,1,9,direct,achat,85
2012,19,SJA,1,4,direct,achat,00
2016,18,SJA,1,0,direct,achat,W 
2016,18,ARCHE,1,0,direct,achat,WC
2015,19,LASH,1,1,direct,achat,15
2014,19,LASH,1,2,direct,achat,15
2015,19,MEDP,1,0,direct,achat,W 
1978,19,LASH,1,37,direct,achat,80
2015,19,LASH,1,1,direct,achat,15
2015,19,LASH,1,1,direct,achat,15
1988,19,LASH,1,27,indirect,achat,numinv
2011,19,LASH,1,4,direct,achat,89
2015,19,SCIEN,1,0,direct,achat,53
1972,19,SJA,0,48,direct,achat,33
2008,19,LASH,0,9,direct,achat,40
2015,19,SJA,0,0,direct,achat,33
2007,19,LASH,0,10,indirect,don,numinv
1985,19,LASH,0,33,indirect,achat,numinv
2015,19,SCIEN,1,1,direct,achat,54
2015,19,EPU,1,1,direct,achat,00
2017,19,SJA,1,0,direct,achat,65
2017,19,SJA,0,0,direct,achat,65
2017,19,SJA,1,0,direct,achat,33
2017,19,SJA,1,0,direct,achat,65
2017,19,SJA,1,0,direct,achat,33
2017,19,LASH,1,2,direct,achat,94
1978,19,SJA,1,39,direct,don,30
2017,19,SJA,0,4,direct,don,33
2017,19,SCIEN,1,0,direct,achat,33
2017,19,SJA,1,0,direct,achat,91
1991,19,LASH,1,26,direct,achat,19
2015,19,SCIEN,0,0,direct,achat,57
2014,19,SCIEN,1,1,direct,achat,57
1985,19,DROIT,0,30,direct,achat,numinv
2016,18,MEDP,1,0,direct,achat,WE
2009,19,EPU,1,7,direct,achat,30
2016,18,ARCHE,0,0,direct,achat,WF
2016,18,MEDP,0,0,direct,achat,QZ
2016,18,MEDP,1,0,direct,achat,WF
2016,18,ARCHE,1,0,direct,achat,WE
2016,18,MEDP,1,0,direct,achat,WE
2016,19,DROIT,0,1,indirect,achat,numinv
2017,19,DROIT,1,0,direct,achat,34
2014,19,LASH,1,1,direct,achat,93
2016,19,DROIT,1,1,direct,don,34
2017,19,DROIT,0,0,direct,don,36
1988,19,LASH,0,33,indirect,don,numinv
1892,19,DROIT,0,123,direct,achat,numinv
2013,19,SCIEN,1,3,direct,achat,61
2002,19,LASH,0,13,direct,don,85
2016,19,SCIEN,1,0,direct,achat,00
1975,19,LASH,1,41,direct,achat,83
1980,19,LASH,0,36,direct,achat,18
2009,19,LASH,1,9,direct,achat,82
2013,19,LASH,0,3,direct,achat,90
2015,19,LASH,0,1,direct,achat,30
2009,19,LASH,1,7,direct,achat,30
2017,19,SJA,1,0,direct,achat,33
2016,19,SCIEN,1,2,direct,achat,57
2017,19,DROIT,0,0,indirect,don,numinv
2016,19,SCIEN,0,0,direct,achat,62
1995,19,SJA,0,21,direct,achat,37
2015,19,DROIT,1,0,direct,don,94
1888,19,DROIT,0,127,direct,achat,numinv
1989,19,SJA,1,27,direct,achat,30
1932,19,DROIT,1,83,direct,achat,numinv
2015,19,SCIEN,1,0,direct,achat,00
1987,19,LASH,0,34,direct,achat,15
2010,19,DROIT,1,5,direct,don,32
2006,19,DROIT,1,9,direct,don,34
2014,19,DROIT,1,1,direct,don,34
2013,19,LASH,1,2,direct,achat,19
2010,19,SJA,0,9,direct,achat,65
1986,19,LASH,0,29,direct,don,41
1992,19,SJA,1,24,direct,don,33
2015,19,DROIT,1,0,direct,achat,07
1966,19,SJA,0,53,direct,achat,30
2015,19,STAPS,1,0,direct,achat,79
2006,19,LASH,0,9,direct,achat,39
2016,19,LASH,1,0,direct,achat,79
2016,19,MEDP,0,3,direct,achat,W 
1974,19,DROIT,0,41,direct,achat,numinv
2014,19,DROIT,1,1,direct,don,32
2015,19,SJA,0,1,direct,achat,33
1939,19,DROIT,0,76,direct,achat,numinv
1957,19,DROIT,0,58,direct,achat,numinv
2015,19,SJA,0,0,direct,achat,42
2014,19,SJA,1,1,direct,achat,37
2013,19,LASH,0,3,indirect,don,numinv
2016,19,LASH,1,0,direct,achat,30
2016,19,SJA,1,2,direct,achat,65
2016,19,SCIEN,0,0,direct,achat,65
2014,19,SCIEN,1,1,direct,achat,53
1994,19,DROIT,0,21,direct,don,34
2014,19,STAPS,0,1,direct,achat,37
2014,19,SJA,1,1,direct,achat,37
2014,19,SJA,1,1,direct,achat,37
2014,19,SJA,0,1,direct,achat,37
2010,19,MEDP,0,7,direct,achat,WY
2017,19,SJA,1,2,direct,achat,65
2017,19,DROIT,1,0,direct,achat,34
1980,19,SJA,1,37,direct,don,30
2017,19,SCIEN,0,0,direct,achat,51
2013,19,SJA,1,4,direct,achat,33
2017,19,SJA,0,0,direct,achat,33
2015,19,MEDP,1,2,direct,don,QV
2012,19,LASH,1,5,direct,achat,91
2015,19,LASH,1,2,direct,achat,30
2014,19,LASH,1,1,direct,achat,15
2012,19,LASH,0,5,direct,achat,49
2012,19,LASH,1,6,direct,don,85
2017,19,SCIEN,1,0,direct,achat,57
2017,19,SCIEN,1,0,direct,achat,57
1967,19,DROIT,0,48,direct,achat,numinv
1972,19,SJA,0,45,direct,don,30
1972,19,SJA,0,45,direct,don,30
2014,19,DROIT,1,2,indirect,don,numinv
1836,19,DROIT,0,179,direct,achat,numinv
2014,19,LASH,0,2,direct,achat,89
2015,19,LASH,1,1,direct,don,19
2014,19,DROIT,0,2,direct,achat,34
1978,19,LASH,0,37,direct,don,73
1978,19,LASH,0,37,direct,don,73
2014,19,DROIT,1,1,direct,achat,34
1979,19,LASH,1,37,indirect,don,numinv
2000,19,STAPS,1,15,direct,achat,37
1949,19,DROIT,0,66,direct,achat,numinv
2007,19,DROIT,0,8,direct,don,34
2008,19,SJA,1,8,direct,don,33
2015,19,LASH,1,1,direct,achat,86
2015,19,LASH,1,1,direct,achat,79
1949,19,DROIT,0,66,direct,achat,numinv
2011,19,DROIT,0,4,direct,don,34
2008,19,DROIT,1,7,direct,don,34
2015,19,DROIT,0,0,direct,achat,32
2014,19,DROIT,1,1,direct,achat,32
2015,19,DROIT,1,0,direct,achat,32
2014,19,SJA,1,1,direct,achat,33
2008,19,SJA,1,7,direct,achat,33
2015,19,DROIT,1,0,direct,achat,33
2004,19,SJA,1,11,direct,don,91
2012,19,SJA,0,3,direct,don,30
2015,19,LASH,0,0,indirect,don,numinv
1973,19,LASH,0,47,indirect,achat,numinv
1913,19,LASH,0,102,indirect,don,numinv
1974,19,LASH,0,41,direct,achat,84
1958,19,LASH,0,57,direct,achat,84
2015,19,DROIT,1,0,indirect,achat,numinv
2015,19,SCIEN,1,0,direct,achat,51
2011,19,SJA,1,5,direct,don,33
2007,19,SJA,1,9,direct,don,32
2016,19,SJA,0,0,direct,achat,33
2016,19,SJA,1,0,direct,achat,33
2016,18,MEDP,1,0,direct,achat,WB
2016,19,SCIEN,0,0,direct,achat,02
2016,19,SCIEN,1,0,direct,achat,02
2016,18,MEDP,1,0,direct,achat,WB
2016,18,SJA,1,0,direct,achat,WH
2001,19,SJA,0,15,direct,achat,30
1991,19,SJA,1,25,direct,don,32
1992,19,DROIT,0,24,direct,don,33
1998,19,DROIT,0,18,direct,don,32
2011,19,SJA,0,9,direct,achat,65
2016,19,DROIT,1,0,direct,achat,34
1979,19,LASH,0,42,indirect,achat,numinv
2017,19,SCIEN,1,0,direct,achat,02
2000,19,LASH,0,18,direct,don,85
2000,19,LASH,1,18,direct,don,85
2017,19,DROIT,1,0,direct,achat,32
2014,19,EPU,0,6,direct,don,45
2017,19,LASH,1,0,direct,achat,15
2017,19,MEDP,1,0,direct,achat,W 
2017,18,MEDP,1,0,direct,achat,WL
2017,18,MEDP,1,0,direct,achat,WL
2017,19,MEDP,1,1,direct,don,WV
2000,19,LASH,0,18,indirect,achat,numinv
2001,19,LASH,0,17,indirect,achat,numinv
2001,19,LASH,1,17,indirect,achat,numinv
2017,19,LASH,1,0,direct,achat,82
1990,19,SJA,0,26,direct,don,65
2017,19,DROIT,1,0,direct,achat,34
2017,19,DROIT,1,0,direct,achat,34
2016,19,DROIT,1,1,direct,achat,34
1992,19,LASH,0,26,indirect,achat,numinv
